Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,BioSampleModel,Bytes,Center Name,collection_date,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,dev_stage,Ecotype,Experiment,geo_loc_name_country,geo_loc_name_country_continent,geo_loc_name,Instrument,isolate,Library Name,LibraryLayout,LibrarySelection,LibrarySource,MBases,MBytes,Organism,Platform,ReleaseDate,sample_acc,Sample Name,sex,SRA Study,tissue,alignment_software,AssemblyName
SRR2396973,WGS,202,233198294,PRJNA279205,SAMN03452903,Model organism or animal,166046772,STANFORD UNIVERSITY,01-Aug-2011,public,sra,"gs,s3,ncbi","ncbi.public,s3.us-east-1,gs.US",adult,wild,SRX1242264,USA,North America,USA: Pennsylvania,Illumina HiSeq 2000,M_1_1,Pennsylvania.M_1_1,PAIRED,size fractionation,GENOMIC,233,158,Drosophila simulans,ILLUMINA,2015-10-20T00:00:00Z,SRS1067917,M_1_1,female,SRP063680,whole,,
SRR2396974,WGS,202,444398182,PRJNA279205,SAMN03452904,Model organism or animal,316328484,STANFORD UNIVERSITY,01-Aug-2011,public,sra,"ncbi,s3,gs","s3.us-east-1,ncbi.public,gs.US",adult,wild,SRX1242265,USA,North America,USA: Pennsylvania,Illumina HiSeq 2000,M_3_1,Pennsylvania.M_3_1,PAIRED,size fractionation,GENOMIC,444,301,Drosophila simulans,ILLUMINA,2015-10-20T00:00:00Z,SRS1067916,M_3_1,female,SRP063680,whole,,
SRR2396975,WGS,202,304110596,PRJNA279205,SAMN03452905,Model organism or animal,214817611,STANFORD UNIVERSITY,01-Aug-2011,public,sra,"gs,s3,ncbi","ncbi.public,s3.us-east-1,gs.US",adult,wild,SRX1242266,USA,North America,USA: Pennsylvania,Illumina HiSeq 2000,M_5_1,Pennsylvania.M_5_1,PAIRED,size fractionation,GENOMIC,304,204,Drosophila simulans,ILLUMINA,2015-10-20T00:00:00Z,SRS1067915,M_5_1,female,SRP063680,whole,,
SRR2396976,WGS,202,260753316,PRJNA279205,SAMN03452906,Model organism or animal,184287066,STANFORD UNIVERSITY,01-Aug-2011,public,sra,"gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.US",adult,wild,SRX1242267,USA,North America,USA: Pennsylvania,Illumina HiSeq 2000,M_7_1,Pennsylvania.M_7_1,PAIRED,size fractionation,GENOMIC,260,175,Drosophila simulans,ILLUMINA,2015-10-20T00:00:00Z,SRS1067914,M_7_1,female,SRP063680,whole,,
SRR2396977,WGS,202,228754496,PRJNA279205,SAMN03452907,Model organism or animal,162814231,STANFORD UNIVERSITY,01-Aug-2011,public,sra,"s3,gs,ncbi","ncbi.public,s3.us-east-1,gs.US",adult,wild,SRX1242268,USA,North America,USA: Pennsylvania,Illumina HiSeq 2000,M_9_1,Pennsylvania.M_9_1,PAIRED,size fractionation,GENOMIC,228,155,Drosophila simulans,ILLUMINA,2015-10-20T00:00:00Z,SRS1067913,M_9_1,female,SRP063680,whole,,
SRR2396978,WGS,202,245286782,PRJNA279205,SAMN03452908,Model organism or animal,173999095,STANFORD UNIVERSITY,01-Aug-2011,public,sra,"gs,ncbi,s3","ncbi.public,s3.us-east-1,gs.US",adult,wild,SRX1242269,USA,North America,USA: Pennsylvania,Illumina HiSeq 2000,M_11_1,Pennsylvania.M_11_1,PAIRED,size fractionation,GENOMIC,245,165,Drosophila simulans,ILLUMINA,2015-10-20T00:00:00Z,SRS1067912,M_11_1,female,SRP063680,whole,,
SRR2396980,WGS,202,545393536,PRJNA279205,SAMN03452910,Model organism or animal,387627677,STANFORD UNIVERSITY,01-Aug-2011,public,sra,"s3,gs,ncbi","s3.us-east-1,ncbi.public,gs.US",adult,wild,SRX1242271,USA,North America,USA: Pennsylvania,Illumina HiSeq 2000,M_15_1,Pennsylvania.M_15_1,PAIRED,size fractionation,GENOMIC,545,369,Drosophila simulans,ILLUMINA,2015-10-20T00:00:00Z,SRS1067910,M_15_1,female,SRP063680,whole,,
SRR2396981,WGS,202,252635340,PRJNA279205,SAMN03452911,Model organism or animal,179634321,STANFORD UNIVERSITY,01-Aug-2011,public,sra,"gs,s3,ncbi","ncbi.public,s3.us-east-1,gs.US",adult,wild,SRX1242272,USA,North America,USA: Pennsylvania,Illumina HiSeq 2000,M_17_1,Pennsylvania.M_17_1,PAIRED,size fractionation,GENOMIC,252,171,Drosophila simulans,ILLUMINA,2015-10-20T00:00:00Z,SRS1067909,M_17_1,female,SRP063680,whole,,
SRR2396982,WGS,202,551621600,PRJNA279205,SAMN03452912,Model organism or animal,391782313,STANFORD UNIVERSITY,01-Aug-2011,public,sra,"s3,gs,ncbi","ncbi.public,gs.US,s3.us-east-1",adult,wild,SRX1242273,USA,North America,USA: Pennsylvania,Illumina HiSeq 2000,M_19_1,Pennsylvania.M_19_1,PAIRED,size fractionation,GENOMIC,551,373,Drosophila simulans,ILLUMINA,2015-10-20T00:00:00Z,SRS1067908,M_19_1,female,SRP063680,whole,,
SRR2396983,WGS,202,389609318,PRJNA279205,SAMN03452913,Model organism or animal,277309461,STANFORD UNIVERSITY,01-Aug-2011,public,sra,"gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",adult,wild,SRX1242274,USA,North America,USA: Pennsylvania,Illumina HiSeq 2000,M_23_1,Pennsylvania.M_23_1,PAIRED,size fractionation,GENOMIC,389,264,Drosophila simulans,ILLUMINA,2015-10-20T00:00:00Z,SRS1067907,M_23_1,female,SRP063680,whole,,
SRR2396984,WGS,202,489256322,PRJNA279205,SAMN03452914,Model organism or animal,350840635,STANFORD UNIVERSITY,01-Aug-2011,public,sra,"gs,ncbi,s3","ncbi.public,s3.us-east-1,gs.US",adult,wild,SRX1242275,USA,North America,USA: Pennsylvania,Illumina HiSeq 2000,O_1_1,Pennsylvania.O_1_1,PAIRED,size fractionation,GENOMIC,489,334,Drosophila simulans,ILLUMINA,2015-10-20T00:00:00Z,SRS1067906,O_1_1,female,SRP063680,whole,,
SRR2396985,WGS,202,528857816,PRJNA279205,SAMN03452915,Model organism or animal,380288067,STANFORD UNIVERSITY,01-Aug-2011,public,sra,"gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.US",adult,wild,SRX1242276,USA,North America,USA: Pennsylvania,Illumina HiSeq 2000,O_3_1,Pennsylvania.O_3_1,PAIRED,size fractionation,GENOMIC,528,362,Drosophila simulans,ILLUMINA,2015-10-20T00:00:00Z,SRS1067905,O_3_1,female,SRP063680,whole,,
SRR2396986,WGS,202,147296582,PRJNA279205,SAMN03452916,Model organism or animal,105408436,STANFORD UNIVERSITY,01-Aug-2011,public,sra,"gs,ncbi,s3","ncbi.public,s3.us-east-1,gs.US",adult,wild,SRX1242277,USA,North America,USA: Pennsylvania,Illumina HiSeq 2000,O_5_1,Pennsylvania.O_5_1,PAIRED,size fractionation,GENOMIC,147,100,Drosophila simulans,ILLUMINA,2015-10-20T00:00:00Z,SRS1067904,O_5_1,female,SRP063680,whole,,
SRR2396987,WGS,202,221092838,PRJNA279205,SAMN03452917,Model organism or animal,157467030,STANFORD UNIVERSITY,01-Aug-2011,public,sra,"gs,s3,ncbi","ncbi.public,s3.us-east-1,gs.US",adult,wild,SRX1242278,USA,North America,USA: Pennsylvania,Illumina HiSeq 2000,O_7_1,Pennsylvania.O_7_1,PAIRED,size fractionation,GENOMIC,221,150,Drosophila simulans,ILLUMINA,2015-10-20T00:00:00Z,SRS1067903,O_7_1,female,SRP063680,whole,,
SRR2396988,WGS,202,197599228,PRJNA279205,SAMN03452918,Model organism or animal,141752000,STANFORD UNIVERSITY,01-Aug-2011,public,sra,"ncbi,s3,gs","s3.us-east-1,ncbi.public,gs.US",adult,wild,SRX1242279,USA,North America,USA: Pennsylvania,Illumina HiSeq 2000,O_9_1,Pennsylvania.O_9_1,PAIRED,size fractionation,GENOMIC,197,135,Drosophila simulans,ILLUMINA,2015-10-20T00:00:00Z,SRS1067902,O_9_1,female,SRP063680,whole,,
SRR2396989,WGS,202,158596058,PRJNA279205,SAMN03452919,Model organism or animal,112615955,STANFORD UNIVERSITY,01-Aug-2011,public,sra,"gs,s3,ncbi","ncbi.public,s3.us-east-1,gs.US",adult,wild,SRX1242280,USA,North America,USA: Pennsylvania,Illumina HiSeq 2000,O_11_1,Pennsylvania.O_11_1,PAIRED,size fractionation,GENOMIC,158,107,Drosophila simulans,ILLUMINA,2015-10-20T00:00:00Z,SRS1067901,O_11_1,female,SRP063680,whole,,
SRR2396990,WGS,202,201754772,PRJNA279205,SAMN03452920,Model organism or animal,144656605,STANFORD UNIVERSITY,01-Aug-2011,public,sra,"gs,s3,ncbi","ncbi.public,s3.us-east-1,gs.US",adult,wild,SRX1242281,USA,North America,USA: Pennsylvania,Illumina HiSeq 2000,O_13_1,Pennsylvania.O_13_1,PAIRED,size fractionation,GENOMIC,201,137,Drosophila simulans,ILLUMINA,2015-10-20T00:00:00Z,SRS1067900,O_13_1,female,SRP063680,whole,,
SRR2396991,WGS,202,226537344,PRJNA279205,SAMN03452921,Model organism or animal,161478037,STANFORD UNIVERSITY,01-Aug-2011,public,sra,"gs,ncbi,s3","ncbi.public,s3.us-east-1,gs.US",adult,wild,SRX1242282,USA,North America,USA: Pennsylvania,Illumina HiSeq 2000,O_15_1,Pennsylvania.O_15_1,PAIRED,size fractionation,GENOMIC,226,153,Drosophila simulans,ILLUMINA,2015-10-20T00:00:00Z,SRS1067898,O_15_1,female,SRP063680,whole,,
SRR2396992,WGS,202,379394582,PRJNA279205,SAMN03452922,Model organism or animal,272194174,STANFORD UNIVERSITY,01-Sep-2010,public,sra,"gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",adult,wild,SRX1242283,USA,North America,USA: Virginia,Illumina HiSeq 2000,A_19_1,Virginia.A_19_1,PAIRED,size fractionation,GENOMIC,379,259,Drosophila simulans,ILLUMINA,2015-10-20T00:00:00Z,SRS1067899,A_19_1,female,SRP063680,whole,,
SRR2396993,WGS,202,193645482,PRJNA279205,SAMN03452923,Model organism or animal,138608690,STANFORD UNIVERSITY,01-Sep-2010,public,sra,"gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.US",adult,wild,SRX1242284,USA,North America,USA: Virginia,Illumina HiSeq 2000,A_21_1,Virginia.A_21_1,PAIRED,size fractionation,GENOMIC,193,132,Drosophila simulans,ILLUMINA,2015-10-20T00:00:00Z,SRS1067896,A_21_1,female,SRP063680,whole,,
SRR2396994,WGS,202,2530400470,PRJNA279205,SAMN03452924,Model organism or animal,1815639342,STANFORD UNIVERSITY,01-Sep-2010,public,sra,"s3,gs,ncbi","ncbi.public,s3.us-east-1,gs.US",adult,wild,SRX1242285,USA,North America,USA: Virginia,Illumina HiSeq 2000,A_23_1,Virginia.A_23_1,PAIRED,size fractionation,GENOMIC,2530,1731,Drosophila simulans,ILLUMINA,2015-10-20T00:00:00Z,SRS1067897,A_23_1,female,SRP063680,whole,,
SRR2396995,WGS,202,326997196,PRJNA279205,SAMN03452925,Model organism or animal,233940428,STANFORD UNIVERSITY,01-Sep-2010,public,sra,"ncbi,s3,gs","s3.us-east-1,ncbi.public,gs.US",adult,wild,SRX1242286,USA,North America,USA: Virginia,Illumina HiSeq 2000,C_1_1,Virginia.C_1_1,PAIRED,size fractionation,GENOMIC,326,223,Drosophila simulans,ILLUMINA,2015-10-20T00:00:00Z,SRS1067895,C_1_1,female,SRP063680,whole,,
SRR2396996,WGS,202,333418776,PRJNA279205,SAMN03452926,Model organism or animal,238819830,STANFORD UNIVERSITY,01-Sep-2010,public,sra,"gs,s3,ncbi","ncbi.public,s3.us-east-1,gs.US",adult,wild,SRX1242287,USA,North America,USA: Virginia,Illumina HiSeq 2000,C_3_1,Virginia.C_3_1,PAIRED,size fractionation,GENOMIC,333,227,Drosophila simulans,ILLUMINA,2015-10-20T00:00:00Z,SRS1067894,C_3_1,female,SRP063680,whole,,
SRR2396997,WGS,202,222943764,PRJNA279205,SAMN03452927,Model organism or animal,158852365,STANFORD UNIVERSITY,01-Sep-2010,public,sra,"s3,gs,ncbi","ncbi.public,s3.us-east-1,gs.US",adult,wild,SRX1242288,USA,North America,USA: Virginia,Illumina HiSeq 2000,C_5_1,Virginia.C_5_1,PAIRED,size fractionation,GENOMIC,222,151,Drosophila simulans,ILLUMINA,2015-10-20T00:00:00Z,SRS1067893,C_5_1,female,SRP063680,whole,,
SRR2396998,WGS,202,239990544,PRJNA279205,SAMN03452928,Model organism or animal,170333794,STANFORD UNIVERSITY,01-Sep-2010,public,sra,"gs,s3,ncbi","ncbi.public,s3.us-east-1,gs.US",adult,wild,SRX1242289,USA,North America,USA: Virginia,Illumina HiSeq 2000,C_7_1,Virginia.C_7_1,PAIRED,size fractionation,GENOMIC,239,162,Drosophila simulans,ILLUMINA,2015-10-20T00:00:00Z,SRS1067892,C_7_1,female,SRP063680,whole,,
SRR2396999,WGS,202,257249828,PRJNA279205,SAMN03452929,Model organism or animal,183646009,STANFORD UNIVERSITY,01-Sep-2010,public,sra,"gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",adult,wild,SRX1242290,USA,North America,USA: Virginia,Illumina HiSeq 2000,C_9_1,Virginia.C_9_1,PAIRED,size fractionation,GENOMIC,257,175,Drosophila simulans,ILLUMINA,2015-10-20T00:00:00Z,SRS1067891,C_9_1,female,SRP063680,whole,,
SRR2397000,WGS,202,250580394,PRJNA279205,SAMN03452930,Model organism or animal,178862942,STANFORD UNIVERSITY,01-Sep-2010,public,sra,"gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.US",adult,wild,SRX1242291,USA,North America,USA: Virginia,Illumina HiSeq 2000,C_11_1,Virginia.C_11_1,PAIRED,size fractionation,GENOMIC,250,170,Drosophila simulans,ILLUMINA,2015-10-20T00:00:00Z,SRS1067890,C_11_1,female,SRP063680,whole,,
SRR2397001,WGS,202,198063424,PRJNA279205,SAMN03452931,Model organism or animal,140829620,STANFORD UNIVERSITY,01-Sep-2010,public,sra,"s3,ncbi,gs","gs.US,ncbi.public,s3.us-east-1",adult,wild,SRX1242292,USA,North America,USA: Virginia,Illumina HiSeq 2000,C_13_1,Virginia.C_13_1,PAIRED,size fractionation,GENOMIC,198,134,Drosophila simulans,ILLUMINA,2015-10-20T00:00:00Z,SRS1067889,C_13_1,female,SRP063680,whole,,
SRR2397002,WGS,202,300223510,PRJNA279205,SAMN03452932,Model organism or animal,213315796,STANFORD UNIVERSITY,01-Sep-2010,public,sra,"s3,gs,ncbi","s3.us-east-1,ncbi.public,gs.US",adult,wild,SRX1242293,USA,North America,USA: Virginia,Illumina HiSeq 2000,C_15_1,Virginia.C_15_1,PAIRED,size fractionation,GENOMIC,300,203,Drosophila simulans,ILLUMINA,2015-10-20T00:00:00Z,SRS1067888,C_15_1,female,SRP063680,whole,,
SRR2397003,WGS,202,483333682,PRJNA279205,SAMN03452933,Model organism or animal,342955280,STANFORD UNIVERSITY,01-Sep-2010,public,sra,"s3,gs,ncbi","ncbi.public,s3.us-east-1,gs.US",adult,wild,SRX1242294,USA,North America,USA: Virginia,Illumina HiSeq 2000,C_17_1,Virginia.C_17_1,PAIRED,size fractionation,GENOMIC,483,327,Drosophila simulans,ILLUMINA,2015-10-20T00:00:00Z,SRS1067887,C_17_1,female,SRP063680,whole,,
SRR2397004,WGS,202,369468908,PRJNA279205,SAMN03452934,Model organism or animal,264594969,STANFORD UNIVERSITY,01-Sep-2010,public,sra,"gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",adult,wild,SRX1242295,USA,North America,USA: Virginia,Illumina HiSeq 2000,C_19_1,Virginia.C_19_1,PAIRED,size fractionation,GENOMIC,369,252,Drosophila simulans,ILLUMINA,2015-10-20T00:00:00Z,SRS1067886,C_19_1,female,SRP063680,whole,,
SRR2397005,WGS,202,278409732,PRJNA279205,SAMN03452935,Model organism or animal,198105787,STANFORD UNIVERSITY,01-Sep-2010,public,sra,"gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.US",adult,wild,SRX1242296,USA,North America,USA: Virginia,Illumina HiSeq 2000,C_21_1,Virginia.C_21_1,PAIRED,size fractionation,GENOMIC,278,188,Drosophila simulans,ILLUMINA,2015-10-20T00:00:00Z,SRS1067885,C_21_1,female,SRP063680,whole,,
SRR2397006,WGS,202,12797710,PRJNA279205,SAMN03452936,Model organism or animal,9790605,STANFORD UNIVERSITY,01-Sep-2010,public,sra,"gs,ncbi,s3","ncbi.public,s3.us-east-1,gs.US",adult,wild,SRX1242297,USA,North America,USA: Virginia,Illumina HiSeq 2000,C_23_1,Virginia.C_23_1,PAIRED,size fractionation,GENOMIC,12,9,Drosophila simulans,ILLUMINA,2015-10-20T00:00:00Z,SRS1067884,C_23_1,female,SRP063680,whole,,
SRR2397007,WGS,202,515663782,PRJNA279205,SAMN03452937,Model organism or animal,370060794,STANFORD UNIVERSITY,01-Sep-2010,public,sra,"s3,ncbi,gs","s3.us-east-1,ncbi.public,gs.US",adult,wild,SRX1242298,USA,North America,USA: Virginia,Illumina HiSeq 2000,E_1_1,Virginia.E_1_1,PAIRED,size fractionation,GENOMIC,515,352,Drosophila simulans,ILLUMINA,2015-10-20T00:00:00Z,SRS1067883,E_1_1,female,SRP063680,whole,,
SRR2397008,WGS,202,389777988,PRJNA279205,SAMN03452938,Model organism or animal,279389010,STANFORD UNIVERSITY,01-Sep-2010,public,sra,"s3,gs,ncbi","s3.us-east-1,ncbi.public,gs.US",adult,wild,SRX1242299,USA,North America,USA: Virginia,Illumina HiSeq 2000,E_3_1,Virginia.E_3_1,PAIRED,size fractionation,GENOMIC,389,266,Drosophila simulans,ILLUMINA,2015-10-20T00:00:00Z,SRS1067882,E_3_1,female,SRP063680,whole,,
SRR2397009,WGS,202,9205342,PRJNA279205,SAMN03452939,Model organism or animal,6895601,STANFORD UNIVERSITY,01-Sep-2010,public,sra,"gs,s3,ncbi","ncbi.public,s3.us-east-1,gs.US",adult,wild,SRX1242300,USA,North America,USA: Virginia,Illumina HiSeq 2000,E_7_1,Virginia.E_7_1,PAIRED,size fractionation,GENOMIC,9,6,Drosophila simulans,ILLUMINA,2015-10-20T00:00:00Z,SRS1067881,E_7_1,female,SRP063680,whole,,
SRR2397010,WGS,202,446918132,PRJNA279205,SAMN03452940,Model organism or animal,319483081,STANFORD UNIVERSITY,01-Sep-2010,public,sra,"s3,ncbi,gs","s3.us-east-1,ncbi.public,gs.US",adult,wild,SRX1242301,USA,North America,USA: Virginia,Illumina HiSeq 2000,E_9_1,Virginia.E_9_1,PAIRED,size fractionation,GENOMIC,446,304,Drosophila simulans,ILLUMINA,2015-10-20T00:00:00Z,SRS1067880,E_9_1,female,SRP063680,whole,,
SRR2397011,WGS,202,14532486,PRJNA279205,SAMN03452941,Model organism or animal,10694076,STANFORD UNIVERSITY,01-Sep-2010,public,sra,"ncbi,s3,gs","gs.US,s3.us-east-1,ncbi.public",adult,wild,SRX1242302,USA,North America,USA: Virginia,Illumina HiSeq 2000,E_11_1,Virginia.E_11_1,PAIRED,size fractionation,GENOMIC,14,10,Drosophila simulans,ILLUMINA,2015-10-20T00:00:00Z,SRS1067879,E_11_1,female,SRP063680,whole,,
SRR2397012,WGS,202,202014342,PRJNA279205,SAMN03452942,Model organism or animal,142708909,STANFORD UNIVERSITY,01-Sep-2010,public,sra,"gs,s3,ncbi","s3.us-east-1,gs.US,ncbi.public",adult,wild,SRX1242303,USA,North America,USA: Virginia,Illumina HiSeq 2000,E_13_1,Virginia.E_13_1,PAIRED,size fractionation,GENOMIC,202,136,Drosophila simulans,ILLUMINA,2015-10-20T00:00:00Z,SRS1067878,E_13_1,female,SRP063680,whole,,
SRR2397013,WGS,202,429684300,PRJNA279205,SAMN03452943,Model organism or animal,304973627,STANFORD UNIVERSITY,01-Sep-2010,public,sra,"gs,ncbi,s3","ncbi.public,s3.us-east-1,gs.US",adult,wild,SRX1242304,USA,North America,USA: Virginia,Illumina HiSeq 2000,E_15_1,Virginia.E_15_1,PAIRED,size fractionation,GENOMIC,429,290,Drosophila simulans,ILLUMINA,2015-10-20T00:00:00Z,SRS1067877,E_15_1,female,SRP063680,whole,,
SRR2397014,WGS,202,395845866,PRJNA279205,SAMN03452944,Model organism or animal,282152380,STANFORD UNIVERSITY,01-Sep-2010,public,sra,"gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",adult,wild,SRX1242305,USA,North America,USA: Virginia,Illumina HiSeq 2000,E_17_1,Virginia.E_17_1,PAIRED,size fractionation,GENOMIC,395,269,Drosophila simulans,ILLUMINA,2015-10-20T00:00:00Z,SRS1067876,E_17_1,female,SRP063680,whole,,
SRR2397016,WGS,202,292687294,PRJNA279205,SAMN03452946,Model organism or animal,208941109,STANFORD UNIVERSITY,01-Sep-2010,public,sra,"ncbi,gs,s3","s3.us-east-1,ncbi.public,gs.US",adult,wild,SRX1242307,USA,North America,USA: Virginia,Illumina HiSeq 2000,E_21_1,Virginia.E_21_1,PAIRED,size fractionation,GENOMIC,292,199,Drosophila simulans,ILLUMINA,2015-10-20T00:00:00Z,SRS1067874,E_21_1,female,SRP063680,whole,,
SRR2397017,WGS,202,489249656,PRJNA279205,SAMN03452947,Model organism or animal,350130354,STANFORD UNIVERSITY,01-Sep-2010,public,sra,"ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.US",adult,wild,SRX1242308,USA,North America,USA: Virginia,Illumina HiSeq 2000,E_23_1,Virginia.E_23_1,PAIRED,size fractionation,GENOMIC,489,333,Drosophila simulans,ILLUMINA,2015-10-20T00:00:00Z,SRS1067872,E_23_1,female,SRP063680,whole,,
SRR2397018,WGS,202,187955950,PRJNA279205,SAMN03452948,Model organism or animal,133964394,STANFORD UNIVERSITY,01-Sep-2010,public,sra,"gs,ncbi,s3","ncbi.public,s3.us-east-1,gs.US",adult,wild,SRX1242309,USA,North America,USA: Virginia,Illumina HiSeq 2000,G_1_1,Virginia.G_1_1,PAIRED,size fractionation,GENOMIC,187,127,Drosophila simulans,ILLUMINA,2015-10-20T00:00:00Z,SRS1067873,G_1_1,female,SRP063680,whole,,
SRR2397019,WGS,202,388430244,PRJNA279205,SAMN03452949,Model organism or animal,279266533,STANFORD UNIVERSITY,01-Sep-2010,public,sra,"s3,gs,ncbi","ncbi.public,gs.US,s3.us-east-1",adult,wild,SRX1242310,USA,North America,USA: Virginia,Illumina HiSeq 2000,G_3_1,Virginia.G_3_1,PAIRED,size fractionation,GENOMIC,388,266,Drosophila simulans,ILLUMINA,2015-10-20T00:00:00Z,SRS1067871,G_3_1,female,SRP063680,whole,,
SRR2397020,WGS,202,205473188,PRJNA279205,SAMN03452950,Model organism or animal,146008824,STANFORD UNIVERSITY,01-Sep-2010,public,sra,"gs,ncbi,s3","ncbi.public,s3.us-east-1,gs.US",adult,wild,SRX1242311,USA,North America,USA: Virginia,Illumina HiSeq 2000,G_5_1,Virginia.G_5_1,PAIRED,size fractionation,GENOMIC,205,139,Drosophila simulans,ILLUMINA,2015-10-20T00:00:00Z,SRS1067870,G_5_1,female,SRP063680,whole,,
SRR2397021,WGS,202,32453724,PRJNA279205,SAMN03452951,Model organism or animal,23124957,STANFORD UNIVERSITY,01-Sep-2010,public,sra,"ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.US",adult,wild,SRX1242312,USA,North America,USA: Virginia,Illumina HiSeq 2000,G_7_1,Virginia.G_7_1,PAIRED,size fractionation,GENOMIC,32,22,Drosophila simulans,ILLUMINA,2015-10-20T00:00:00Z,SRS1067869,G_7_1,female,SRP063680,whole,,
SRR2397022,WGS,202,162255692,PRJNA279205,SAMN03452952,Model organism or animal,115787247,STANFORD UNIVERSITY,01-Sep-2010,public,sra,"gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.US",adult,wild,SRX1242313,USA,North America,USA: Virginia,Illumina HiSeq 2000,G_9_1,Virginia.G_9_1,PAIRED,size fractionation,GENOMIC,162,110,Drosophila simulans,ILLUMINA,2015-10-20T00:00:00Z,SRS1067868,G_9_1,female,SRP063680,whole,,
SRR2397023,WGS,202,42460602,PRJNA279205,SAMN03452953,Model organism or animal,30366958,STANFORD UNIVERSITY,01-Sep-2010,public,sra,"gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.US",adult,wild,SRX1242314,USA,North America,USA: Virginia,Illumina HiSeq 2000,G_11_1,Virginia.G_11_1,PAIRED,size fractionation,GENOMIC,42,28,Drosophila simulans,ILLUMINA,2015-10-20T00:00:00Z,SRS1067867,G_11_1,female,SRP063680,whole,,
SRR2397024,WGS,202,332732986,PRJNA279205,SAMN03452954,Model organism or animal,234700205,STANFORD UNIVERSITY,01-Sep-2010,public,sra,"gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",adult,wild,SRX1242315,USA,North America,USA: Virginia,Illumina HiSeq 2000,G_13_1,Virginia.G_13_1,PAIRED,size fractionation,GENOMIC,332,223,Drosophila simulans,ILLUMINA,2015-10-20T00:00:00Z,SRS1067866,G_13_1,female,SRP063680,whole,,
SRR2397025,WGS,202,208540154,PRJNA279205,SAMN03452955,Model organism or animal,148413899,STANFORD UNIVERSITY,01-Sep-2010,public,sra,"s3,gs,ncbi","ncbi.public,gs.US,s3.us-east-1",adult,wild,SRX1242316,USA,North America,USA: Virginia,Illumina HiSeq 2000,G_15_1,Virginia.G_15_1,PAIRED,size fractionation,GENOMIC,208,141,Drosophila simulans,ILLUMINA,2015-10-20T00:00:00Z,SRS1067864,G_15_1,female,SRP063680,whole,,
SRR2397026,WGS,202,250638570,PRJNA279205,SAMN03452956,Model organism or animal,179667755,STANFORD UNIVERSITY,01-Sep-2010,public,sra,"gs,s3,ncbi","ncbi.public,s3.us-east-1,gs.US",adult,wild,SRX1242317,USA,North America,USA: Virginia,Illumina HiSeq 2000,G_17_1,Virginia.G_17_1,PAIRED,size fractionation,GENOMIC,250,171,Drosophila simulans,ILLUMINA,2015-10-20T00:00:00Z,SRS1067865,G_17_1,female,SRP063680,whole,,
SRR2397027,WGS,202,201186142,PRJNA279205,SAMN03452957,Model organism or animal,143126885,STANFORD UNIVERSITY,01-Sep-2010,public,sra,"ncbi,gs,s3","s3.us-east-1,ncbi.public,gs.US",adult,wild,SRX1242318,USA,North America,USA: Virginia,Illumina HiSeq 2000,G_19_1,Virginia.G_19_1,PAIRED,size fractionation,GENOMIC,201,136,Drosophila simulans,ILLUMINA,2015-10-20T00:00:00Z,SRS1067863,G_19_1,female,SRP063680,whole,,
SRR2397028,WGS,202,127818732,PRJNA279205,SAMN03452958,Model organism or animal,90973748,STANFORD UNIVERSITY,01-Sep-2010,public,sra,"s3,ncbi,gs","s3.us-east-1,ncbi.public,gs.US",adult,wild,SRX1242319,USA,North America,USA: Virginia,Illumina HiSeq 2000,G_21_1,Virginia.G_21_1,PAIRED,size fractionation,GENOMIC,127,86,Drosophila simulans,ILLUMINA,2015-10-20T00:00:00Z,SRS1067862,G_21_1,female,SRP063680,whole,,
SRR2397029,WGS,202,233832978,PRJNA279205,SAMN03452959,Model organism or animal,166779330,STANFORD UNIVERSITY,01-Sep-2010,public,sra,"s3,gs,ncbi","s3.us-east-1,ncbi.public,gs.US",adult,wild,SRX1242320,USA,North America,USA: Virginia,Illumina HiSeq 2000,G_23_1,Virginia.G_23_1,PAIRED,size fractionation,GENOMIC,233,159,Drosophila simulans,ILLUMINA,2015-10-20T00:00:00Z,SRS1067861,G_23_1,female,SRP063680,whole,,
