Run,Alias,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,Bytes,Center Name,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Description,ENA_CHECKLIST,ENA-FIRST-PUBLIC (run),ENA-LAST-UPDATE (run),Experiment,INSDC_center_alias,INSDC_center_name,INSDC_first_public,INSDC_last_update,INSDC_status,Instrument,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,Sample Name,sample_name,SRA_accession,SRA Study,title
ERR2864363,Dsim_Fl_Hot_F103_r3_c2,WGS,250,5456740750,PRJEB29281,SAMEA5055174,1984619006,"INSTITUT FR POPULATIONSGENETIK, VETMEDUNI VIENNA",public,"bam,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",Drosophila simulans Florida generation 103 Hot treatment replicate 3 cross 2,ERC000011,2019-02-08,2018-11-16,ERX2870601,"INSTITUT FR POPULATIONSGENETIK, VETMEDUNI VIENNA","INSTITUT FR POPULATIONSGENETIK, VETMEDUNI VIENNA",2019-02-08T17:04:10Z,2018-10-30T14:28:50Z,public,Illumina HiSeq 2500,Dsim_Fl_Hot_F103_r3_c2,PAIRED,RANDOM PCR,GENOMIC,Drosophila simulans,ILLUMINA,2019-02-13T00:00:00Z,SAMEA5055174,ERS2866351,ERS2866351,ERP111575,Dsim_Fl_Hot_F103_r3_c2
ERR2864364,Dsim_Fl_Hot_F103_r3_c3,WGS,250,5430743250,PRJEB29281,SAMEA5055175,1954719180,"INSTITUT FR POPULATIONSGENETIK, VETMEDUNI VIENNA",public,"bam,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",Drosophila simulans Florida generation 103 Hot treatment replicate 3 cross 3,ERC000011,2019-02-08,2018-11-16,ERX2870602,"INSTITUT FR POPULATIONSGENETIK, VETMEDUNI VIENNA","INSTITUT FR POPULATIONSGENETIK, VETMEDUNI VIENNA",2019-02-08T17:04:10Z,2018-10-30T14:28:50Z,public,Illumina HiSeq 2500,Dsim_Fl_Hot_F103_r3_c3,PAIRED,RANDOM PCR,GENOMIC,Drosophila simulans,ILLUMINA,2019-02-13T00:00:00Z,SAMEA5055175,ERS2866352,ERS2866352,ERP111575,Dsim_Fl_Hot_F103_r3_c3
ERR2864365,Dsim_Fl_Hot_F103_r3_c4,WGS,250,5237614250,PRJEB29281,SAMEA5055176,1871501232,"INSTITUT FR POPULATIONSGENETIK, VETMEDUNI VIENNA",public,"bam,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",Drosophila simulans Florida generation 103 Hot treatment replicate 3 cross 4,ERC000011,2019-02-08,2018-11-16,ERX2870603,"INSTITUT FR POPULATIONSGENETIK, VETMEDUNI VIENNA","INSTITUT FR POPULATIONSGENETIK, VETMEDUNI VIENNA",2019-02-08T17:04:10Z,2018-10-30T14:28:50Z,public,Illumina HiSeq 2500,Dsim_Fl_Hot_F103_r3_c4,PAIRED,RANDOM PCR,GENOMIC,Drosophila simulans,ILLUMINA,2019-02-13T00:00:00Z,SAMEA5055176,ERS2866353,ERS2866353,ERP111575,Dsim_Fl_Hot_F103_r3_c4
ERR2864366,Dsim_Fl_Hot_F103_r3_c5,WGS,250,5648038250,PRJEB29281,SAMEA5055177,2061625542,"INSTITUT FR POPULATIONSGENETIK, VETMEDUNI VIENNA",public,"bam,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",Drosophila simulans Florida generation 103 Hot treatment replicate 3 cross 5,ERC000011,2019-02-08,2018-11-16,ERX2870604,"INSTITUT FR POPULATIONSGENETIK, VETMEDUNI VIENNA","INSTITUT FR POPULATIONSGENETIK, VETMEDUNI VIENNA",2019-02-08T17:04:10Z,2018-10-30T14:28:50Z,public,Illumina HiSeq 2500,Dsim_Fl_Hot_F103_r3_c5,PAIRED,RANDOM PCR,GENOMIC,Drosophila simulans,ILLUMINA,2019-02-13T00:00:00Z,SAMEA5055177,ERS2866354,ERS2866354,ERP111575,Dsim_Fl_Hot_F103_r3_c5
ERR2864367,Dsim_Fl_Hot_F103_r3_c6,WGS,250,5276016500,PRJEB29281,SAMEA5055178,1877799793,"INSTITUT FR POPULATIONSGENETIK, VETMEDUNI VIENNA",public,"bam,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",Drosophila simulans Florida generation 103 Hot treatment replicate 3 cross 6,ERC000011,2019-02-08,2018-11-16,ERX2870605,"INSTITUT FR POPULATIONSGENETIK, VETMEDUNI VIENNA","INSTITUT FR POPULATIONSGENETIK, VETMEDUNI VIENNA",2019-02-08T17:04:10Z,2018-10-30T14:28:50Z,public,Illumina HiSeq 2500,Dsim_Fl_Hot_F103_r3_c6,PAIRED,RANDOM PCR,GENOMIC,Drosophila simulans,ILLUMINA,2019-02-13T00:00:00Z,SAMEA5055178,ERS2866355,ERS2866355,ERP111575,Dsim_Fl_Hot_F103_r3_c6
ERR2864368,Dsim_Fl_Hot_F103_r3_c7,WGS,250,6529814250,PRJEB29281,SAMEA5055179,2321341278,"INSTITUT FR POPULATIONSGENETIK, VETMEDUNI VIENNA",public,"bam,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",Drosophila simulans Florida generation 103 Hot treatment replicate 3 cross 7,ERC000011,2019-02-08,2018-11-16,ERX2870606,"INSTITUT FR POPULATIONSGENETIK, VETMEDUNI VIENNA","INSTITUT FR POPULATIONSGENETIK, VETMEDUNI VIENNA",2019-02-08T17:04:10Z,2018-10-30T14:28:50Z,public,Illumina HiSeq 2500,Dsim_Fl_Hot_F103_r3_c7,PAIRED,RANDOM PCR,GENOMIC,Drosophila simulans,ILLUMINA,2019-02-13T00:00:00Z,SAMEA5055179,ERS2866356,ERS2866356,ERP111575,Dsim_Fl_Hot_F103_r3_c7
ERR2864369,Dsim_Fl_Hot_F103_r3_c8,WGS,250,7060022750,PRJEB29281,SAMEA5055180,2508618203,"INSTITUT FR POPULATIONSGENETIK, VETMEDUNI VIENNA",public,"bam,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",Drosophila simulans Florida generation 103 Hot treatment replicate 3 cross 8,ERC000011,2019-02-08,2018-11-16,ERX2870607,"INSTITUT FR POPULATIONSGENETIK, VETMEDUNI VIENNA","INSTITUT FR POPULATIONSGENETIK, VETMEDUNI VIENNA",2019-02-08T17:04:10Z,2018-10-30T14:28:50Z,public,Illumina HiSeq 2500,Dsim_Fl_Hot_F103_r3_c8,PAIRED,RANDOM PCR,GENOMIC,Drosophila simulans,ILLUMINA,2019-02-13T00:00:00Z,SAMEA5055180,ERS2866357,ERS2866357,ERP111575,Dsim_Fl_Hot_F103_r3_c8
ERR2864370,Dsim_Fl_Hot_F103_r3_c9,WGS,250,5494795500,PRJEB29281,SAMEA5055181,1953661270,"INSTITUT FR POPULATIONSGENETIK, VETMEDUNI VIENNA",public,"bam,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",Drosophila simulans Florida generation 103 Hot treatment replicate 3 cross 9,ERC000011,2019-02-08,2018-11-16,ERX2870608,"INSTITUT FR POPULATIONSGENETIK, VETMEDUNI VIENNA","INSTITUT FR POPULATIONSGENETIK, VETMEDUNI VIENNA",2019-02-08T17:04:10Z,2018-10-30T14:28:50Z,public,Illumina HiSeq 2500,Dsim_Fl_Hot_F103_r3_c9,PAIRED,RANDOM PCR,GENOMIC,Drosophila simulans,ILLUMINA,2019-02-13T00:00:00Z,SAMEA5055181,ERS2866358,ERS2866358,ERP111575,Dsim_Fl_Hot_F103_r3_c9
ERR2864371,Dsim_Fl_Hot_F103_r3_c10,WGS,250,6354787250,PRJEB29281,SAMEA5055182,2252622870,"INSTITUT FR POPULATIONSGENETIK, VETMEDUNI VIENNA",public,"bam,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",Drosophila simulans Florida generation 103 Hot treatment replicate 3 cross 10,ERC000011,2019-02-08,2018-11-16,ERX2870609,"INSTITUT FR POPULATIONSGENETIK, VETMEDUNI VIENNA","INSTITUT FR POPULATIONSGENETIK, VETMEDUNI VIENNA",2019-02-08T17:04:10Z,2018-10-30T14:28:50Z,public,Illumina HiSeq 2500,Dsim_Fl_Hot_F103_r3_c10,PAIRED,RANDOM PCR,GENOMIC,Drosophila simulans,ILLUMINA,2019-02-13T00:00:00Z,SAMEA5055182,ERS2866359,ERS2866359,ERP111575,Dsim_Fl_Hot_F103_r3_c10
ERR2864372,Dsim_Fl_Hot_F103_r3_c11,WGS,250,5253285000,PRJEB29281,SAMEA5055183,1854777531,"INSTITUT FR POPULATIONSGENETIK, VETMEDUNI VIENNA",public,"bam,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",Drosophila simulans Florida generation 103 Hot treatment replicate 3 cross 11,ERC000011,2019-02-08,2018-11-16,ERX2870610,"INSTITUT FR POPULATIONSGENETIK, VETMEDUNI VIENNA","INSTITUT FR POPULATIONSGENETIK, VETMEDUNI VIENNA",2019-02-08T17:04:10Z,2018-10-30T14:28:50Z,public,Illumina HiSeq 2500,Dsim_Fl_Hot_F103_r3_c11,PAIRED,RANDOM PCR,GENOMIC,Drosophila simulans,ILLUMINA,2019-02-13T00:00:00Z,SAMEA5055183,ERS2866360,ERS2866360,ERP111575,Dsim_Fl_Hot_F103_r3_c11
ERR2864373,Dsim_Fl_Hot_F103_r3_c12,WGS,250,5444266250,PRJEB29281,SAMEA5055184,1925321795,"INSTITUT FR POPULATIONSGENETIK, VETMEDUNI VIENNA",public,"bam,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",Drosophila simulans Florida generation 103 Hot treatment replicate 3 cross 12,ERC000011,2019-02-08,2018-11-16,ERX2870611,"INSTITUT FR POPULATIONSGENETIK, VETMEDUNI VIENNA","INSTITUT FR POPULATIONSGENETIK, VETMEDUNI VIENNA",2019-02-08T17:04:10Z,2018-10-30T14:28:50Z,public,Illumina HiSeq 2500,Dsim_Fl_Hot_F103_r3_c12,PAIRED,RANDOM PCR,GENOMIC,Drosophila simulans,ILLUMINA,2019-02-13T00:00:00Z,SAMEA5055184,ERS2866361,ERS2866361,ERP111575,Dsim_Fl_Hot_F103_r3_c12
ERR2864374,Dsim_Fl_Hot_F103_r3_c13,WGS,300,4370031300,PRJEB29281,SAMEA5055185,1799535649,"INSTITUT FR POPULATIONSGENETIK, VETMEDUNI VIENNA",public,"bam,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",Drosophila simulans Florida generation 103 Hot treatment replicate 3 cross 13,ERC000011,2019-02-08,2018-11-16,ERX2870612,"INSTITUT FR POPULATIONSGENETIK, VETMEDUNI VIENNA","INSTITUT FR POPULATIONSGENETIK, VETMEDUNI VIENNA",2019-02-08T17:04:10Z,2018-10-30T14:28:50Z,public,HiSeq X Ten,Dsim_Fl_Hot_F103_r3_c13,PAIRED,RANDOM PCR,GENOMIC,Drosophila simulans,ILLUMINA,2019-02-13T00:00:00Z,SAMEA5055185,ERS2866362,ERS2866362,ERP111575,Dsim_Fl_Hot_F103_r3_c13
ERR2864375,Dsim_Fl_Hot_F103_r3_c14,WGS,300,5694529500,PRJEB29281,SAMEA5055186,2293324476,"INSTITUT FR POPULATIONSGENETIK, VETMEDUNI VIENNA",public,"bam,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",Drosophila simulans Florida generation 103 Hot treatment replicate 3 cross 14,ERC000011,2019-02-08,2018-11-16,ERX2870613,"INSTITUT FR POPULATIONSGENETIK, VETMEDUNI VIENNA","INSTITUT FR POPULATIONSGENETIK, VETMEDUNI VIENNA",2019-02-08T17:04:10Z,2018-10-30T14:28:50Z,public,HiSeq X Ten,Dsim_Fl_Hot_F103_r3_c14,PAIRED,RANDOM PCR,GENOMIC,Drosophila simulans,ILLUMINA,2019-02-13T00:00:00Z,SAMEA5055186,ERS2866363,ERS2866363,ERP111575,Dsim_Fl_Hot_F103_r3_c14
ERR2864376,Dsim_Fl_Hot_F103_r3_c15,WGS,300,4770154200,PRJEB29281,SAMEA5055187,1960070656,"INSTITUT FR POPULATIONSGENETIK, VETMEDUNI VIENNA",public,"bam,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",Drosophila simulans Florida generation 103 Hot treatment replicate 3 cross 15,ERC000011,2019-02-08,2018-11-16,ERX2870614,"INSTITUT FR POPULATIONSGENETIK, VETMEDUNI VIENNA","INSTITUT FR POPULATIONSGENETIK, VETMEDUNI VIENNA",2019-02-08T17:04:10Z,2018-10-30T14:28:50Z,public,HiSeq X Ten,Dsim_Fl_Hot_F103_r3_c15,PAIRED,RANDOM PCR,GENOMIC,Drosophila simulans,ILLUMINA,2019-02-13T00:00:00Z,SAMEA5055187,ERS2866364,ERS2866364,ERP111575,Dsim_Fl_Hot_F103_r3_c15
ERR2864377,Dsim_Fl_Hot_F103_r3_c16,WGS,300,5563159200,PRJEB29281,SAMEA5055188,2247315554,"INSTITUT FR POPULATIONSGENETIK, VETMEDUNI VIENNA",public,"bam,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",Drosophila simulans Florida generation 103 Hot treatment replicate 3 cross 16,ERC000011,2019-02-08,2018-11-16,ERX2870615,"INSTITUT FR POPULATIONSGENETIK, VETMEDUNI VIENNA","INSTITUT FR POPULATIONSGENETIK, VETMEDUNI VIENNA",2019-02-08T17:04:10Z,2018-10-30T14:28:50Z,public,HiSeq X Ten,Dsim_Fl_Hot_F103_r3_c16,PAIRED,RANDOM PCR,GENOMIC,Drosophila simulans,ILLUMINA,2019-02-13T00:00:00Z,SAMEA5055188,ERS2866365,ERS2866365,ERP111575,Dsim_Fl_Hot_F103_r3_c16
ERR2864378,Dsim_Fl_Hot_F103_r3_c17,WGS,300,5783348400,PRJEB29281,SAMEA5055189,2338919119,"INSTITUT FR POPULATIONSGENETIK, VETMEDUNI VIENNA",public,"bam,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",Drosophila simulans Florida generation 103 Hot treatment replicate 3 cross 17,ERC000011,2019-02-08,2018-11-16,ERX2870616,"INSTITUT FR POPULATIONSGENETIK, VETMEDUNI VIENNA","INSTITUT FR POPULATIONSGENETIK, VETMEDUNI VIENNA",2019-02-08T17:04:10Z,2018-10-30T14:28:50Z,public,HiSeq X Ten,Dsim_Fl_Hot_F103_r3_c17,PAIRED,RANDOM PCR,GENOMIC,Drosophila simulans,ILLUMINA,2019-02-13T00:00:00Z,SAMEA5055189,ERS2866366,ERS2866366,ERP111575,Dsim_Fl_Hot_F103_r3_c17
ERR2864380,Dsim_Fl_Hot_F103_r3_c19,WGS,300,4871216400,PRJEB29281,SAMEA5055191,1949661541,"INSTITUT FR POPULATIONSGENETIK, VETMEDUNI VIENNA",public,"bam,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",Drosophila simulans Florida generation 103 Hot treatment replicate 3 cross 19,ERC000011,2019-02-08,2018-11-16,ERX2870618,"INSTITUT FR POPULATIONSGENETIK, VETMEDUNI VIENNA","INSTITUT FR POPULATIONSGENETIK, VETMEDUNI VIENNA",2019-02-08T17:04:10Z,2018-10-30T14:28:50Z,public,HiSeq X Ten,Dsim_Fl_Hot_F103_r3_c19,PAIRED,RANDOM PCR,GENOMIC,Drosophila simulans,ILLUMINA,2019-02-13T00:00:00Z,SAMEA5055191,ERS2866368,ERS2866368,ERP111575,Dsim_Fl_Hot_F103_r3_c19
ERR2864381,Dsim_Fl_Hot_F103_r3_c20,WGS,300,5407190100,PRJEB29281,SAMEA5055192,2177857110,"INSTITUT FR POPULATIONSGENETIK, VETMEDUNI VIENNA",public,"bam,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",Drosophila simulans Florida generation 103 Hot treatment replicate 3 cross 20,ERC000011,2019-02-08,2018-11-16,ERX2870619,"INSTITUT FR POPULATIONSGENETIK, VETMEDUNI VIENNA","INSTITUT FR POPULATIONSGENETIK, VETMEDUNI VIENNA",2019-02-08T17:04:10Z,2018-10-30T14:28:50Z,public,HiSeq X Ten,Dsim_Fl_Hot_F103_r3_c20,PAIRED,RANDOM PCR,GENOMIC,Drosophila simulans,ILLUMINA,2019-02-13T00:00:00Z,SAMEA5055192,ERS2866369,ERS2866369,ERP111575,Dsim_Fl_Hot_F103_r3_c20
ERR2864382,Dsim_Fl_Hot_F103_r3_c21,WGS,300,5190226200,PRJEB29281,SAMEA5055193,2088605597,"INSTITUT FR POPULATIONSGENETIK, VETMEDUNI VIENNA",public,"bam,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",Drosophila simulans Florida generation 103 Hot treatment replicate 3 cross 21,ERC000011,2019-02-08,2018-11-16,ERX2870620,"INSTITUT FR POPULATIONSGENETIK, VETMEDUNI VIENNA","INSTITUT FR POPULATIONSGENETIK, VETMEDUNI VIENNA",2019-02-08T17:04:10Z,2018-10-30T14:28:50Z,public,HiSeq X Ten,Dsim_Fl_Hot_F103_r3_c21,PAIRED,RANDOM PCR,GENOMIC,Drosophila simulans,ILLUMINA,2019-02-13T00:00:00Z,SAMEA5055193,ERS2866370,ERS2866370,ERP111575,Dsim_Fl_Hot_F103_r3_c21
ERR2864383,Dsim_Fl_Hot_F103_r3_c22,WGS,300,6156869400,PRJEB29281,SAMEA5055194,2491158993,"INSTITUT FR POPULATIONSGENETIK, VETMEDUNI VIENNA",public,"bam,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",Drosophila simulans Florida generation 103 Hot treatment replicate 3 cross 22,ERC000011,2019-02-08,2018-11-16,ERX2870621,"INSTITUT FR POPULATIONSGENETIK, VETMEDUNI VIENNA","INSTITUT FR POPULATIONSGENETIK, VETMEDUNI VIENNA",2019-02-08T17:04:10Z,2018-10-30T14:28:50Z,public,HiSeq X Ten,Dsim_Fl_Hot_F103_r3_c22,PAIRED,RANDOM PCR,GENOMIC,Drosophila simulans,ILLUMINA,2019-02-13T00:00:00Z,SAMEA5055194,ERS2866371,ERS2866371,ERP111575,Dsim_Fl_Hot_F103_r3_c22
ERR2864384,Dsim_Fl_Hot_F103_r3_c23,WGS,300,5308983000,PRJEB29281,SAMEA5055195,2178539759,"INSTITUT FR POPULATIONSGENETIK, VETMEDUNI VIENNA",public,"bam,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",Drosophila simulans Florida generation 103 Hot treatment replicate 3 cross 23,ERC000011,2019-02-08,2018-11-16,ERX2870622,"INSTITUT FR POPULATIONSGENETIK, VETMEDUNI VIENNA","INSTITUT FR POPULATIONSGENETIK, VETMEDUNI VIENNA",2019-02-08T17:04:10Z,2018-10-30T14:28:50Z,public,HiSeq X Ten,Dsim_Fl_Hot_F103_r3_c23,PAIRED,RANDOM PCR,GENOMIC,Drosophila simulans,ILLUMINA,2019-02-13T00:00:00Z,SAMEA5055195,ERS2866372,ERS2866372,ERP111575,Dsim_Fl_Hot_F103_r3_c23
ERR2864385,Dsim_Fl_Hot_F103_r3_c24,WGS,300,5130421800,PRJEB29281,SAMEA5055196,2088078278,"INSTITUT FR POPULATIONSGENETIK, VETMEDUNI VIENNA",public,"bam,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",Drosophila simulans Florida generation 103 Hot treatment replicate 3 cross 24,ERC000011,2019-02-08,2018-11-16,ERX2870623,"INSTITUT FR POPULATIONSGENETIK, VETMEDUNI VIENNA","INSTITUT FR POPULATIONSGENETIK, VETMEDUNI VIENNA",2019-02-08T17:04:10Z,2018-10-30T14:28:50Z,public,HiSeq X Ten,Dsim_Fl_Hot_F103_r3_c24,PAIRED,RANDOM PCR,GENOMIC,Drosophila simulans,ILLUMINA,2019-02-13T00:00:00Z,SAMEA5055196,ERS2866373,ERS2866373,ERP111575,Dsim_Fl_Hot_F103_r3_c24
ERR2864388,Dsim_Fl_Hot_F103_r3_c27,WGS,300,4548305700,PRJEB29281,SAMEA5055199,1866638331,"INSTITUT FR POPULATIONSGENETIK, VETMEDUNI VIENNA",public,"bam,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",Drosophila simulans Florida generation 103 Hot treatment replicate 3 cross 27,ERC000011,2019-02-08,2018-11-16,ERX2870626,"INSTITUT FR POPULATIONSGENETIK, VETMEDUNI VIENNA","INSTITUT FR POPULATIONSGENETIK, VETMEDUNI VIENNA",2019-02-08T17:04:10Z,2018-10-30T14:28:50Z,public,HiSeq X Ten,Dsim_Fl_Hot_F103_r3_c27,PAIRED,RANDOM PCR,GENOMIC,Drosophila simulans,ILLUMINA,2019-02-13T00:00:00Z,SAMEA5055199,ERS2866376,ERS2866376,ERP111575,Dsim_Fl_Hot_F103_r3_c27
ERR2864389,Dsim_Fl_Hot_F103_r3_c28,WGS,300,4948129200,PRJEB29281,SAMEA5055200,2011168124,"INSTITUT FR POPULATIONSGENETIK, VETMEDUNI VIENNA",public,"bam,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",Drosophila simulans Florida generation 103 Hot treatment replicate 3 cross 28,ERC000011,2019-02-08,2018-11-16,ERX2870627,"INSTITUT FR POPULATIONSGENETIK, VETMEDUNI VIENNA","INSTITUT FR POPULATIONSGENETIK, VETMEDUNI VIENNA",2019-02-08T17:04:10Z,2018-10-30T14:28:50Z,public,HiSeq X Ten,Dsim_Fl_Hot_F103_r3_c28,PAIRED,RANDOM PCR,GENOMIC,Drosophila simulans,ILLUMINA,2019-02-13T00:00:00Z,SAMEA5055200,ERS2866377,ERS2866377,ERP111575,Dsim_Fl_Hot_F103_r3_c28
ERR2864390,Dsim_Fl_Hot_F103_r3_c29,WGS,300,5236548600,PRJEB29281,SAMEA5055201,2127365341,"INSTITUT FR POPULATIONSGENETIK, VETMEDUNI VIENNA",public,"bam,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",Drosophila simulans Florida generation 103 Hot treatment replicate 3 cross 29,ERC000011,2019-02-08,2018-11-16,ERX2870628,"INSTITUT FR POPULATIONSGENETIK, VETMEDUNI VIENNA","INSTITUT FR POPULATIONSGENETIK, VETMEDUNI VIENNA",2019-02-08T17:04:10Z,2018-10-30T14:28:50Z,public,HiSeq X Ten,Dsim_Fl_Hot_F103_r3_c29,PAIRED,RANDOM PCR,GENOMIC,Drosophila simulans,ILLUMINA,2019-02-13T00:00:00Z,SAMEA5055201,ERS2866378,ERS2866378,ERP111575,Dsim_Fl_Hot_F103_r3_c29
ERR2864391,Dsim_Fl_Hot_F103_r3_c30,WGS,300,5185804200,PRJEB29281,SAMEA5055202,2086045978,"INSTITUT FR POPULATIONSGENETIK, VETMEDUNI VIENNA",public,"bam,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",Drosophila simulans Florida generation 103 Hot treatment replicate 3 cross 30,ERC000011,2019-02-08,2018-11-16,ERX2870629,"INSTITUT FR POPULATIONSGENETIK, VETMEDUNI VIENNA","INSTITUT FR POPULATIONSGENETIK, VETMEDUNI VIENNA",2019-02-08T17:04:10Z,2018-10-30T14:28:50Z,public,HiSeq X Ten,Dsim_Fl_Hot_F103_r3_c30,PAIRED,RANDOM PCR,GENOMIC,Drosophila simulans,ILLUMINA,2019-02-13T00:00:00Z,SAMEA5055202,ERS2866379,ERS2866379,ERP111575,Dsim_Fl_Hot_F103_r3_c30
ERR2864392,Dsim_Fl_Hot_F103_r3_c31,WGS,300,6393870600,PRJEB29281,SAMEA5055203,2582452264,"INSTITUT FR POPULATIONSGENETIK, VETMEDUNI VIENNA",public,"bam,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",Drosophila simulans Florida generation 103 Hot treatment replicate 3 cross 31,ERC000011,2019-02-08,2018-11-16,ERX2870630,"INSTITUT FR POPULATIONSGENETIK, VETMEDUNI VIENNA","INSTITUT FR POPULATIONSGENETIK, VETMEDUNI VIENNA",2019-02-08T17:04:10Z,2018-10-30T14:28:50Z,public,HiSeq X Ten,Dsim_Fl_Hot_F103_r3_c31,PAIRED,RANDOM PCR,GENOMIC,Drosophila simulans,ILLUMINA,2019-02-13T00:00:00Z,SAMEA5055203,ERS2866380,ERS2866380,ERP111575,Dsim_Fl_Hot_F103_r3_c31
ERR2864393,Dsim_Fl_Hot_F103_r3_c32,WGS,300,5384837100,PRJEB29281,SAMEA5055204,2188849184,"INSTITUT FR POPULATIONSGENETIK, VETMEDUNI VIENNA",public,"bam,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",Drosophila simulans Florida generation 103 Hot treatment replicate 3 cross 32,ERC000011,2019-02-08,2018-11-16,ERX2870631,"INSTITUT FR POPULATIONSGENETIK, VETMEDUNI VIENNA","INSTITUT FR POPULATIONSGENETIK, VETMEDUNI VIENNA",2019-02-08T17:04:10Z,2018-10-30T14:28:50Z,public,HiSeq X Ten,Dsim_Fl_Hot_F103_r3_c32,PAIRED,RANDOM PCR,GENOMIC,Drosophila simulans,ILLUMINA,2019-02-13T00:00:00Z,SAMEA5055204,ERS2866381,ERS2866381,ERP111575,Dsim_Fl_Hot_F103_r3_c32
ERR2864394,Dsim_Fl_Hot_F103_r3_c33,WGS,300,5512350000,PRJEB29281,SAMEA5055205,2242550038,"INSTITUT FR POPULATIONSGENETIK, VETMEDUNI VIENNA",public,"bam,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",Drosophila simulans Florida generation 103 Hot treatment replicate 3 cross 33,ERC000011,2019-02-08,2018-11-16,ERX2870632,"INSTITUT FR POPULATIONSGENETIK, VETMEDUNI VIENNA","INSTITUT FR POPULATIONSGENETIK, VETMEDUNI VIENNA",2019-02-08T17:04:10Z,2018-10-30T14:28:51Z,public,HiSeq X Ten,Dsim_Fl_Hot_F103_r3_c33,PAIRED,RANDOM PCR,GENOMIC,Drosophila simulans,ILLUMINA,2019-02-13T00:00:00Z,SAMEA5055205,ERS2866382,ERS2866382,ERP111575,Dsim_Fl_Hot_F103_r3_c33
ERR2864395,Dsim_Fl_Hot_F103_r3_c34,WGS,300,6499190700,PRJEB29281,SAMEA5055206,2632179421,"INSTITUT FR POPULATIONSGENETIK, VETMEDUNI VIENNA",public,"bam,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",Drosophila simulans Florida generation 103 Hot treatment replicate 3 cross 34,ERC000011,2019-02-08,2018-11-16,ERX2870633,"INSTITUT FR POPULATIONSGENETIK, VETMEDUNI VIENNA","INSTITUT FR POPULATIONSGENETIK, VETMEDUNI VIENNA",2019-02-08T17:04:10Z,2018-10-30T14:28:51Z,public,HiSeq X Ten,Dsim_Fl_Hot_F103_r3_c34,PAIRED,RANDOM PCR,GENOMIC,Drosophila simulans,ILLUMINA,2019-02-13T00:00:00Z,SAMEA5055206,ERS2866383,ERS2866383,ERP111575,Dsim_Fl_Hot_F103_r3_c34
